Company name,Street address,Country,Zip,City,Phone Number,Email,URL,Web Address
Bernio Elettromeccanica Snc,Via Monte Cervino 12/14,Italy,20861,Brugherio,+49 69 6302424,mailto:info@bernio.it?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/bernio-elettromeccanica-snc.html
",http://www.bernio.it
BE.services GmbH,An der Stadtmauer 4,Germany,87435,Kempten (Allgäu),+49 69 6302424,mailto:info@be-services.net?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/beservices-gmbh.html
",http://www.be-services.net
BGE Elektrotechnik GmbH,Auf der Aue 3,Germany,99834,Gerstungen,+49 69 6302424,mailto:info@bge-et.de?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/bge-elektrotechnik-gmbh.html
",http://www.bge-et.de
Bihl + Wiedemann GmbH,Floßwörthstr. 41,Germany,68199,Mannheim,+49 69 6302424,mailto:mail@bihl-wiedemann.de?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/bihl--wiedemann-gmbh.html
",http://www.bihl-wiedemann.de
Franz Binder GmbH & Co. Elektrische Bauelemente KG,Rötelstraße 27,Germany,74172,Neckarsulm,+49 69 6302424,mailto:info@binder-connector.de?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/franz-binder-gmbh--co-elektrische-bauelemente-kg.html
",http://www.binder-connector.de
Biocom AG,Jacobsenweg 61,Germany,13509,Berlin,+49 69 6302424,mailto:service@biocom.de?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/biocom-ag.html
",http://www.biocom.de
BiSS Association e.V.,Am Kuemmerling 18,Germany,55294,Bodenheim,+49 69 6302424,mailto:support@biss-interface.com?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/biss-association-ev.html
",http://www.biss-interface.com
Bitmotec GmbH,Hollerithallee 17,Germany,30419,Hannover,+49 69 6302424,mailto:info@bitmotec.com?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/bitmotec-gmbh.html
",https://www.bitmotec.com/de/
BITNER Cable Factory,Józefa Friedleina,Poland,30-009,Kraków,+49 69 6302424,mailto:bitner@bitner.com.pl?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/zaklady-kablowe-bitner-sp-z-oo.html
",https://bitner-cablefactory.com/
BJ-Gear A/S,Niels Bohrs Vej 47,Denmark,8660,Skanderborg,+49 69 6302424,mailto:bj@bj-gear.com?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/bj-gear-as.html
",http://www.bj-gear.com
BLOCK Transformatoren-Elektronik GmbH,Max-Planck-Str.,Germany,27283,Verden (Aller),+49 69 6302424,mailto:info@block.eu?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/block-transformatoren-elektronik-gmbh.html
",http://www.block.eu
blue automation GmbH,Hauptstr. 67,Germany,56477,Rennerod,+49 69 6302424,mailto:info@blue-automation.de?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/blue-automation-gmbh.html
",https://blue-automation.de
BMR elektrischer & elektronischer Gerätebau GmbH,Walpersdorfer Str. 38,Germany,91126,Schwabach,+49 69 6302424,mailto:info@bmr-gmbh.de?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/bmr-elektrischer--elektronischer-geraetebau-gmbh.html
",http://www.bmr-gmbh.de
Bogen Magnetics GmbH,Potsdamer Str. 12-13,Germany,14163,Berlin,+49 69 6302424,mailto:magnetics@bogen-magnetics.com?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/bogen-magnetics-gmbh.html
",http://www.bogen-magnetics.com
böhm Kabeltechnik GmbH,Hall-Str. 8,Germany,58638,Iserlohn,+49 69 6302424,mailto:info@boehm-kabel.de?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/boehm-kabeltechnik-gmbh.html
",http://www.boehm-kabel.de
Bonfiglioli S.p.A.,Via Cav. Clementino Bonfiglioli 1,Italy,40012,Calderara di Reno,+49 69 6302424,mailto:bonfiglioli@bonfiglioli.com?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/bonfiglioli-spa.html
",http://www.bonfiglioli.com
Bopla Gehäuse Systeme GmbH,Borsigstr. 17-25,Germany,32257,Bünde,+49 69 6302424,mailto:info@bopla.de?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/bopla-gehaeuse-systeme-gmbh.html
",http://www.bopla.de
grow platform GmbH,Grönerstr. 9,Germany,71636,Ludwigsburg,+49 69 6302424,mailto:grow@de.bosch.com?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/grow-platform-gmbh.html
",http://www.growplatform.com
Bosch Connected Industry,Wernerstr. 51,Germany,70442,Stuttgart,+49 69 6302424,mailto:Industry4.0.bci@de.bosch.com?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/robert-bosch-manufacturing-solutions-gmbh.html
",https://www.bosch-connected-industry.com
Bosch Rexroth AG,Maria-Theresien-Str. 23,Germany,97816,Lohr a. Main,+49 69 6302424,mailto:info@boschrexroth.de?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/bosch-rexroth-ag.html
",http://www.boschrexroth.de
Robert Bosch GmbH,Auf der Breit 4,Germany,76227,Karlsruhe,+49 69 6302424,mailto:kontakt@bosch.de?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/robert-bosch-gmbh.html
",http://www.bosch-ibusiness.com/en/
b-plus mobile control GmbH,Ulrichsberger Str. 17,Germany,94469,Deggendorf,+49 69 6302424,mailto:services@b-plus.com?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/b-plus-mobile-control-gmbh.html
",
Braunkabel GmbH,Uferstr. 24-30,Germany,73630,Remshalden,+49 69 6302424,mailto:info@braunkabel.de?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/braunkabel-gmbh.html
",http://www.braunkabel.de
B&R Industrie-Elektronik GmbH,Am Weidenring 56,Germany,61352,Bad Homburg,+49 69 6302424,mailto:office.de@br-automation.com?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/br-industrie-elektronik-gmbh.html
",http://www.br-automation.com
Brinkmann Electronic Berlin GmbH,Potsdamer Str. 182,Germany,10783,Berlin,+49 69 6302424,mailto:info@bel.berlin?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/brinkmann-electronic-berlin-gmbh.html
",http://www.bel.berlin
Bruno Dietze GmbH & Co. KG,Creidlitzer Str. 10,Germany,96450,Coburg,+49 69 6302424,mailto:info@dietzegroup.com?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/bruno-dietze-gmbh--co-kg.html
",http://www.dietzegroup.com
Bühler Motor GmbH,Anne-Frank-Str. 33-35,Germany,90459,Nürnberg,+49 69 6302424,mailto:info@buehlermotor.com?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/buehler-motor-gmbh.html
",http://www.buehlermotor.de
Bundesamt für Sicherheit in der Informationstechnik,Godesberger Allee 185-189,Germany,53175,Bonn,+49 69 6302424,mailto:bsi@bsi.bund.de?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/bundesamt-fuer-sicherheit-in-der-informationstechnik.html
",http://www.bsi.bund.de
Bürkert GmbH & Co. KG,Christian-Bürkert-Str. 13-17,Germany,74653,Ingelfingen,+49 69 6302424,mailto:info@buerkert.de?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/buerkert-gmbh--co-kg.html
",https://www.buerkert.de/SPS-2022-DF
Alexander Bürkle GmbH & Co. KG,Am Sportplatz 2,Germany,79364,Malterdingen,+49 69 6302424,mailto:info@alexander-buerkle.de?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/alexander-buerkle-gmbh--co-kg.html
",http://www.alexander-buerkle.com
ByK Bayern Kabel GmbH,Wilhelm-Sedlbauer-Str. 10,Germany,94481,Grafenau,+49 69 6302424,mailto:info@bayernkabel.de?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/byk-bayern-kabel-gmbh.html
",http://www.bayernkabel.de
CADCABEL GmbH Verdrahtungssysteme,Halle-Kasseler-Str.,Germany,37318,Hohengandern,+49 69 6302424,mailto:info@cadcabel.com?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/cadcabel-gmbh-verdrahtungssysteme.html
",http://www.cadcabel.com
CaderaDesign GmbH,Frankfurter Str. 87,Germany,97082,Würzburg,+49 69 6302424,mailto:info@caderadesign.de?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/caderadesign-gmbh.html
",http://www.caderadesign.de
CAE Expert Group GmbH,Schlesische Str. 114,Germany,94315,Straubing,+49 69 6302424,mailto:office-straubing@caeexpert.group?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/cae-expert-group-gmbh.html
",http://www.caeexpert.group
Cambridge Integrated Circuits Ltd,Sedley Taylor Road 21,Great Britain and Northern Ireland,CB2 8PW,Cambridge,+49 69 6302424,mailto:info@cambridgeic.com?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/cambridge-integrated-circuits-ltd.html
",http://www.cambridgeic.com
CAN in Automation (CiA) e.V.,Kontumazgarten 3,Germany,90429,Nürnberg,+49 69 6302424,mailto:headquarters@can-cia.org?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/can-in-automation-cia-ev.html
",http://www.can-cia.org
Cantoni Motor S.A.,Ul. 3 Maja 28,Poland,43-400,Cieszyn,+49 69 6302424,mailto:motor@cantonigroup.com?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/cantoni-motor-sa.html
",http://www.cantonigroup.com
CAPTRON Electronic GmbH,Johann-G.-Gutenberg-Str. 7,Germany,82140,Olching,+49 69 6302424,mailto:info@captron.de?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/captron-electronic-gmbh.html
",http://www.captron.de
cbb-software GmbH,Isaac-Newton-Str.,Germany,23562,Lübeck,+49 69 6302424,mailto:info@cbb.de?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/cbb-software-gmbh.html
",http://www.cbb.de
CC-Link Partner Association Europe,,Germany,40832,Ratingen,+49 69 6302424,mailto:partners@eu.cc-link.org?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/cc-link-partner-association-europe.html
",http://eu.cc-link.org
cedalo GmBH,Schnewlinstr. 6,Germany,79098,Freiburg im Breisgau,+49 69 6302424,mailto:info@cedalo.com?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/cedalo-ag.html
",http://www.cedalo.com
Celera Motion A Novanta Company,Middlesex Turnpike 125,United States,01730,Bedford,+49 69 6302424,mailto:innovation@celeramotion.com?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/celera-motion-a-novanta-company.html
",http://www.celeramotion.com
CELPIA AB,,Sweden,79335,Leksand,+49 69 6302424,mailto:info@celpia.com?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/celpia-ab.html
",http://www.celpia.com
Cembre S.p.A.,Via Serenissima 9,Italy,25135,Brescia,+49 69 6302424,mailto:info@cembre.com?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/cembre-spa.html
",http://www.cembre.com
CENIT AG,Industriestr. 52-54,Germany,70565,Stuttgart,+49 69 6302424,mailto:info@cenit.de?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/cenit-ag.html
",http://www.cenit.de
Chauvin Arnoux GmbH,Ohmstr. 1,Germany,77694,Kehl,+49 69 6302424,mailto:info@chauvin-arnoux.de?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/chauvin-arnoux-gmbh.html
",http://www.chauvin-arnoux.de
Chips 4 Light GmbH,Am Kühlen Kasten 8,Germany,93161,Sinzing,+49 69 6302424,mailto:info@chips4light.com?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/chips-4-light-gmbh.html
",http://www.chips4light.com
Christ Electronic Systems,Alpenstraße 34,Germany,87700,Memmingen,+49 69 6302424,mailto:info@christ-es.de?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/christ-electronic-systems-gmbh.html
",http://www.christ-es.com
CIDEON Software & Services GmbH & Co. KG,Lochhamer Schlag 11,Germany,82166,Gräfelfing,+49 69 6302424,mailto:info@cideon.com?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/cideon-software--services-gmbh--co-kg.html
",http://www.cideon.de
cm creativ management AG,Schwarzach 16,Germany,95336,Mainleus,+49 69 6302424,mailto:mechatronik@creativ-ag.de?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/cm-creativ-management-ag.html
",http://www.mechatronik.info
CM Manufactory GmbH,Otto-Hahn-Strasse 3,Germany,72406,Bisingen,+49 69 6302424,mailto:info@cm-gruppe.eu?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/cm-manufactory-gmbh.html
",http://www.cm-gruppe.eu
CODESYS GmbH A member of the CODESYS Group,Memminger Str. 151,Germany,87439,Kempten,+49 69 6302424,mailto:info@codesys.com?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/codesys-gmbh-a-member-of-the-codesys-group.html
",http://www.codesys.com
codestryke GmbH,Jahnstr.,Germany,89168,Niederstotzingen,+49 69 6302424,mailto:info@codestryke.com?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/codestryke-gmbh.html
",http://www.codestryke.com
COFFEE GmbH,In der Werr 11,Germany,35719,Angelburg,+49 69 6302424,mailto:info@coffee.de?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/coffee-gmbh.html
",https://www.coffee.de
Comepi srl,Via Novarino 9/L,Italy,23899,Robbiate,+49 69 6302424,mailto:comepi@comepi.it?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/comepi-srl.html
",http://www.comepi.eu
COMER S.r.l.,Via Oroboni 26-28,Italy,27029,Vigevano,+49 69 6302424,mailto:info@comergroup.it?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/comer-srl.html
",http://www.comergroup.it
comtac AG,Allenwindenstr. 1,Switzerland,8247,Flurlingen,+49 69 6302424,mailto:marketing@comtac.ch?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/comtac-ag.html
",http://www.comtac.ch
ConCab kabel gmbh,Am Moosbach 7-9,Germany,74535,Mainhardt,+49 69 6302424,mailto:info@concab.de?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/concab-kabel-gmbh.html
",http://www.concab.de
Concens A/S,Oddesundvej 1,Denmark,6715,Esbjerg N,+49 69 6302424,mailto:info@concens.com?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/concens-as.html
",http://www.concens.com
Conductix-Wampfler GmbH,Rheinstr. 27,Germany,79576,Weil am Rhein,+49 69 6302424,mailto:info.de@conductix.com?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/conductix-wampfler-gmbh.html
",http://www.conductix.de
CONEC Elektronische Bauelemente GmbH,Ostenfeldmark 16,Germany,59557,Lippstadt,+49 69 6302424,mailto:info@conec.de?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/conec-elektronische-bauelemente-gmbh.html
",http://www.conec.com
Cone Drive Operations,240 E. 12th Street,United States,49684,Traverse City,+49 69 6302424,mailto:marketing@condrive.com?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/cone-drive-operations.html
",http://www.conedrive.com
CONTROLLINO GmbH,Dr.-Franz-Werner-Str. 32,Austria,6020,Innsbruck,+49 69 6302424,mailto:info@controllino.com?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/controllino-gmbh.html
",http://www.controllino.com
Connectwell Industries Pvt. Ltd.,"D-7, Phase II, M.I.D.C.",India,421204,Dombivli,+49 69 6302424,mailto:connect@connectwell.com?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/connectwell-industries-pvt-ltd.html
",http://www.connectwell.com
CONTA-CLIP Verbindungstechnik GmbH,Otto-Hahn-Str. 7,Germany,33161,Hövelhof,+49 69 6302424,mailto:info@conta-clip.de?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/conta-clip-verbindungstechnik-gmbh.html
",http://www.conta-clip.de
CONTACT Software GmbH,Wiener Str. 1-3,Germany,28359,Bremen,+49 69 6302424,mailto:info@contact-software.com?subject=SPS - Smart Production Solutions 2022,"https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/contact-software-gmbh.html
",http://www.contact-software.com
